Profile Id,Opportunity Id,Opportunity Name,Opportunity Category,Opportunity End Date,Gender,City,Country,Current Student Status,Current/Intended Major,Status Description,Opportunity Start Date,Reward Amount,Badge Name,Skill Points Earned,Skills Earned
e10dcad3-c15b-4d87-b9cb-7ef33cfc6efa,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Kathmandu,Nepal,Undergraduate Student,Others,Not Started,2022-11-14 4:30:00,0,Not Given,0,No Skills Earned
e14e2eb9-0d4a-42f5-8097-1e2cf5afe044,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Karachi,Pakistan,Not in Education,Others,Rewards Award,2023-07-24 2:30:00,500,Digital Marketing Virtual Internship Completed,1182,"[""Critical Thinking"",""Creative Thinking"",""Collaboration"",""Communication"",""Information Literacy"",""Technology Literacy""]"
e1676659-5016-4d19-8aa0-5577f0f2c424,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Hyderabad,India,Graduate Program Student,Information Systems,Rejected,2022-10-17 4:30:00,0,Not Given,0,No Skills Earned
e16cf194-0fb1-4952-afe2-334b444fd1fb,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Nsukka,Nigeria,Undergraduate Student,Computer Science and Information Systems,Team Allocated,2023-07-24 2:30:00,0,Not Given,0,No Skills Earned
e1803fc5-e444-4dd2-95c8-fe8927bebb13,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Rockford,United States,Graduate Program Student,Others,Not Started,2023-04-10 2:30:00,0,Not Given,0,No Skills Earned
e1c9e14c-72ef-4873-ad6a-59d6417589c5,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Lagos,Nigeria,Not in Education,Others,Not Started,2023-04-10 2:30:00,0,Not Given,0,No Skills Earned
e1e6a962-aad5-425d-bdf8-19e1add8cf2f,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Lagos,Nigeria,Graduate Program Student,Information Systems,Team Allocated,2024-01-08 3:30:46,0,Not Given,0,No Skills Earned
e2061777-7168-466a-b8cc-8e1032050db5,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Mumbai,India,Graduate Program Student,Others,Team Allocated,2023-07-24 2:30:00,0,Not Given,0,No Skills Earned
e237f2ea-bc0c-4ebc-8594-824413601dab,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Rohtak,India,High School Student,Computer Science,Not Started,2023-04-10 2:30:00,0,Not Given,0,No Skills Earned
e2762dcf-95ae-474a-bfa6-abb60f67d578,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Abeokuta,Nigeria,Graduate Program Student,Others,Team Allocated,2023-12-04 2:30:23,0,Not Given,0,No Skills Earned
e297feaa-e3c6-45d8-9776-85ac4b8e2241,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Cairo,Egypt,High School Student,Others,Team Allocated,2023-08-21 4:30:00,0,Not Given,0,No Skills Earned
e2e1a816-fb5d-4901-80fe-6a89af2d2913,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Saint Louis,United States,Graduate Program Student,Information Systems,Rejected,2022-10-17 4:30:00,0,Not Given,0,No Skills Earned
e330a90c-eb97-40d3-a867-1461122d9df7,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Hyderabad,India,Undergraduate Student,Computer Science,Team Allocated,2023-05-25 2:30:00,0,Not Given,0,No Skills Earned
e363db0f-3c11-4d74-8a7a-43c4cdd87697,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Ota,Nigeria,Undergraduate Student,Others,Team Allocated,2023-04-24 2:30:00,0,Not Given,0,No Skills Earned
e391467c-7a19-4143-b12b-e3e2245e209d,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Cairo,Egypt,Undergraduate Student,Others,Team Allocated,2023-06-26 2:30:00,0,Not Given,0,No Skills Earned
e39a18c0-9f71-4f5a-8b1d-e508bd5bfc34,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Rayachoty,India,Undergraduate Student,Others,Team Allocated,2023-07-10 2:30:00,0,Not Given,0,No Skills Earned
e3ae5dd0-7782-4fe8-8e1f-6c098ed1efe2,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Lagos,Nigeria,Graduate Program Student,Others,Not Started,2023-02-06 2:30:29,0,Not Given,0,No Skills Earned
e3b926ce-2028-4415-86bd-d6d79de91d81,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Sehwan sharif,Pakistan,Undergraduate Student,Others,Team Allocated,2023-06-26 2:30:00,0,Not Given,0,No Skills Earned
e3cbd0d6-ad29-4c78-8662-aafe1eb37116,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Srikalahasti,India,Graduate Program Student,Computer Science,Team Allocated,2024-01-08 3:30:46,0,Not Given,0,No Skills Earned
e3ccb6ff-ba85-4526-b940-66c8645138e5,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,nasr city,Egypt,Undergraduate Student,Others,Team Allocated,2023-08-21 4:30:00,0,Not Given,0,No Skills Earned
e453e96a-4e30-41aa-a33f-e778aedd5433,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Songadh,India,Not in Education,Others,Team Allocated,2024-01-08 3:30:46,0,Not Given,0,No Skills Earned
e46cf32b-8cc5-4a70-b21e-9720cb37f92c,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Cairo,Egypt,Undergraduate Student,Others,Team Allocated,2023-07-24 2:30:00,0,Not Given,0,No Skills Earned
e473e0de-bc92-4373-a37d-2ce6c105f4b1,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Hyderabad,India,High School Student,Data Science,Withdraw,2023-07-24 2:30:00,0,Not Given,0,No Skills Earned
e4b26083-af16-44dc-965e-d7afd289dd99,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,saint louis,United States,Graduate Program Student,Information Systems,Rejected,2022-10-17 4:30:00,0,Not Given,0,No Skills Earned
e4d46b50-37fd-482e-9337-2577d2631500,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Makurdi,Nigeria,Undergraduate Student,Others,Team Allocated,2023-06-26 2:30:00,0,Not Given,0,No Skills Earned
e4f1678d-5eff-40c7-a3cf-3ef3601504b3,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,saint louis,United States,Graduate Program Student,Information Systems,Team Allocated,2023-12-04 2:30:23,0,Not Given,0,No Skills Earned
e4ff0805-9448-4400-b77f-df66465e3608,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Hyderabad,Pakistan,Undergraduate Student,Business Administration,Team Allocated,2023-06-12 2:30:00,0,Not Given,0,No Skills Earned
e511707b-1424-4be7-8849-9c06478eb3a8,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Baku,Azerbaijan,High School Student,Others,Team Allocated,2023-03-27 2:30:48,0,Not Given,0,No Skills Earned
e53a715a-507e-4ce1-9ce7-42605ebfbb35,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Port Harcourt,Nigeria,Not in Education,Others,Team Allocated,2023-08-07 4:30:00,0,Not Given,0,No Skills Earned
e56c09d5-b89c-4b6e-9706-cc756f53f28d,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Khipro,Pakistan,Not in Education,Others,Team Allocated,2023-08-07 4:30:00,0,Not Given,0,No Skills Earned
e5a72a0a-1cb5-4126-a522-ebfd4faae00a,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Tirupati,India,Graduate Program Student,Computer Science,Team Allocated,2023-06-12 2:30:00,0,Not Given,0,No Skills Earned
e5a992de-157a-4f1a-905b-6eb0ba8a2e78,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Hyderabad,India,Undergraduate Student,Computer Science and Engineering,Rewards Award,2023-08-21 4:30:00,500,Digital Marketing Virtual Internship Completed,1182,"[""Critical Thinking"",""Creative Thinking"",""Collaboration"",""Communication"",""Information Literacy"",""Technology Literacy""]"
e5c5a386-7637-43d7-a36d-0e3817bc5880,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Bhaktapur,Nepal,High School Student,Mechanical Engineering,Rejected,2022-10-17 4:30:00,0,Not Given,0,No Skills Earned
e6046236-efd5-44de-a6c5-2c4f9220eb49,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Kanpur,India,Undergraduate Student,Others,Team Allocated,2023-08-21 4:30:00,0,Not Given,0,No Skills Earned
e6128df4-6081-441a-a9a2-4029ce044326,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Nagpur,India,Undergraduate Student,Others,Not Started,2023-03-27 2:30:48,0,Not Given,0,No Skills Earned
e61c3802-4218-45d2-a997-38f5349016dd,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Cuddalore,India,Graduate Program Student,Others,Team Allocated,2023-07-10 2:30:00,0,Not Given,0,No Skills Earned
e6289b2d-fbfe-44f4-80c4-775507ff500c,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Beawar,India,Graduate Program Student,Others,Team Allocated,2023-07-10 2:30:00,0,Not Given,0,No Skills Earned
e658302b-0092-4b97-9fdb-a208fce0e5f0,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Panjim,India,Graduate Program Student,Others,Team Allocated,2023-06-26 2:30:00,0,Not Given,0,No Skills Earned
e69512b9-4313-4137-9c44-12079a6982c7,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,ALEXANDRIA,Egypt,Undergraduate Student,Others,Team Allocated,2023-06-26 2:30:00,0,Not Given,0,No Skills Earned
e6a95712-8792-4231-9b22-22803cea0797,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Naihati,India,Graduate Program Student,Others,Team Allocated,2023-07-24 2:30:00,0,Not Given,0,No Skills Earned
e6d768b6-1789-484b-8dd0-9ead53ff8129,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Saint Charles,United States,Undergraduate Student,Others,Rejected,2022-10-17 4:30:00,0,Not Given,0,No Skills Earned
e6f94978-7ae0-477c-90d2-4751d7381ec2,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Hanoi,Vietnam,Graduate Program Student,Others,Team Allocated,2023-12-04 2:30:23,0,Not Given,0,No Skills Earned
e720a50a-ad3b-450e-b890-b4b0c72ec684,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Lahore,Pakistan,Graduate Program Student,Others,Team Allocated,2023-06-26 2:30:00,0,Not Given,0,No Skills Earned
e75032f0-e660-4ae1-b565-9b4bcb22fabe,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Lekki,Nigeria,Graduate Program Student,Others,Team Allocated,2023-06-26 2:30:00,0,Not Given,0,No Skills Earned
e755549a-ab69-4e90-80a5-ac1283360a8e,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Bolingbrook,United States,Undergraduate Student,Others,Team Allocated,2023-07-24 2:30:00,0,Not Given,0,No Skills Earned
e756e914-0388-4774-b12e-e9096373f19f,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,saint louis,United States,Graduate Program Student,Information Systems,Team Allocated,2023-12-04 2:30:23,0,Not Given,0,No Skills Earned
e7829578-18e2-47aa-be3b-6278fb8636ac,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Dhaka,Bangladesh,Graduate Program Student,Information Systems,Team Allocated,2023-08-21 4:30:00,0,Not Given,0,No Skills Earned
e79b313d-7511-4375-9264-405f99901708,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Saint Louis,United States,Graduate Program Student,Computer Science,Team Allocated,2024-01-08 3:30:46,0,Not Given,0,No Skills Earned
e79d50bb-ddde-4009-a73b-329c94b0a6f6,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Oyigbo,Nigeria,Graduate Program Student,Others,Team Allocated,2023-08-07 4:30:00,0,Not Given,0,No Skills Earned
e7dfc855-074e-4b39-b514-a874f4475145,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Vijayawada,India,Graduate Program Student,Others,Not Started,2023-04-10 2:30:00,0,Not Given,0,No Skills Earned
e8249be7-edf6-4821-b69d-cadba9c23b39,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Damietta,Egypt,Undergraduate Student,Computer Science,Team Allocated,2023-08-21 4:30:00,0,Not Given,0,No Skills Earned
e83ddbcb-9828-4449-ace2-9035bfc7f8a6,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Lagos Mainland,Nigeria,Undergraduate Student,Others,Team Allocated,2024-01-08 3:30:46,0,Not Given,0,No Skills Earned
e87aa478-a0b0-4809-9ead-a6c73b449a7d,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Mancherial,India,Graduate Program Student,Other,Team Allocated,2024-01-08 3:30:46,0,Not Given,0,No Skills Earned
e89e9436-efa5-46aa-8601-f86ed05fcff8,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Parma,United States,Undergraduate Student,Others,Team Allocated,2023-12-04 2:30:23,0,Not Given,0,No Skills Earned
e8eefe2e-316e-4201-8618-565c5a91c879,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Abuja,Nigeria,Undergraduate Student,Others,Team Allocated,2024-01-08 3:30:46,0,Not Given,0,No Skills Earned
e8f82469-ac36-4382-9843-af3d8b3c38bb,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Kolkata,India,Graduate Program Student,Others,Team Allocated,2023-06-26 2:30:00,0,Not Given,0,No Skills Earned
e8f90295-e821-4df7-8100-6e5eef7eab1d,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Chittoor,India,Undergraduate Student,Computer Science,Rewards Award,2023-06-12 2:30:00,2500,Digital Marketing,1182,"[""Critical Thinking"",""Creative Thinking"",""Collaboration"",""Communication"",""Information Literacy"",""Technology Literacy""]"
e924a3bc-a958-4d9e-9d3f-0eb0ada08033,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Thiruvannamalai,India,Not in Education,Computer Science and Engineering,Team Allocated,2023-08-07 4:30:00,0,Not Given,0,No Skills Earned
e971c23d-9426-4a19-8fe7-15be250c3543,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Karak,Pakistan,Graduate Program Student,Others,Team Allocated,2023-07-10 2:30:00,0,Not Given,0,No Skills Earned
e9a9196a-9c1f-44e2-90c8-181a092202a4,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Kano city,Nigeria,Undergraduate Student,Others,Team Allocated,2023-06-26 2:30:00,0,Not Given,0,No Skills Earned
e9bb960b-c48a-433e-9606-de097b60647e,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,HYDERABAD,India,Not in Education,Information Systems,Team Allocated,2023-08-07 4:30:00,0,Not Given,0,No Skills Earned
e9c6ffc3-6e5a-408b-8ad2-7546e64de699,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Ozubulu,Nigeria,Undergraduate Student,Business Administration,Team Allocated,2023-08-21 4:30:00,0,Not Given,0,No Skills Earned
e9c86ef4-2419-4765-b42c-f9e471d9606f,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,St louis,United States,Graduate Program Student,Computer Science,Team Allocated,2023-12-04 2:30:23,0,Not Given,0,No Skills Earned
e9c90138-7e08-4403-bab8-c198a561944d,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Uyo,Nigeria,Graduate Program Student,Others,Team Allocated,2024-01-08 3:30:46,0,Not Given,0,No Skills Earned
ea11a5c0-55eb-48b8-9692-6a32c462db69,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Tumsar,India,Undergraduate Student,Others,Rewards Award,2023-08-21 4:30:00,500,Digital Marketing Virtual Internship Completed,1182,"[""Critical Thinking"",""Creative Thinking"",""Collaboration"",""Communication"",""Information Literacy"",""Technology Literacy""]"
ea27a3fb-057d-4c1d-9b67-2bf3084b6e97,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Abuja,Nigeria,Undergraduate Student,Others,Team Allocated,2023-08-21 4:30:00,0,Not Given,0,No Skills Earned
ea37191e-d92e-4414-9015-e2e6e1a79517,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Portharcourt,Nigeria,Not in Education,Other,Team Allocated,2023-07-10 2:30:00,0,Not Given,0,No Skills Earned
ea3c2dad-c61d-440f-acdf-9c216ad8bff3,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,riyadh,Saudi Arabia,Undergraduate Student,Other,Rewards Award,2023-07-24 2:30:00,500,Digital Marketing Virtual Internship Completed,1182,"[""Critical Thinking"",""Creative Thinking"",""Collaboration"",""Communication"",""Information Literacy"",""Technology Literacy""]"
ea776d69-62e5-43c0-a6b3-6e2bf592f3b1,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Ibadan,Nigeria,Not in Education,Others,Team Allocated,2023-12-04 2:30:23,0,Not Given,0,No Skills Earned
ea7e8c11-34b1-43ee-bdb5-6842b7d1ba33,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Maidan,Nigeria,High School Student,Others,Team Allocated,2023-07-10 2:30:00,0,Not Given,0,No Skills Earned
ea894799-f461-4ad8-8ea3-d0e49450099b,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Kaduna,Nigeria,Undergraduate Student,Others,Team Allocated,2023-04-10 2:30:00,0,Not Given,0,No Skills Earned
ea8d864c-30db-437c-b701-7da70195a7bc,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Manglore,India,Undergraduate Student,Others,Team Allocated,2024-01-08 3:30:46,0,Not Given,0,No Skills Earned
eaea3363-ed64-4bb4-b129-440d43204946,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Vadodara,India,Not in Education,Computer Science and Information Systems,Team Allocated,2023-07-10 2:30:00,0,Not Given,0,No Skills Earned
eb5a0e6e-2145-436b-a7fe-48ef5aa7badd,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Indore,India,Not in Education,Others,Team Allocated,2023-08-21 4:30:00,0,Not Given,0,No Skills Earned
eb664130-d015-4e94-8b0f-a7d5ea503d0a,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Ile Ife,Nigeria,Undergraduate Student,Others,Team Allocated,2023-03-27 2:30:48,0,Not Given,0,No Skills Earned
ebd91013-981d-4a15-9162-a1a85e16637c,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Khammam,India,Not in Education,Electronics and Communication,Withdraw,2023-05-25 2:30:00,0,Not Given,0,No Skills Earned
ebe5a1cc-9524-499a-bb1a-a01851e060a6,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Mokena,United States,Undergraduate Student,Others,Withdraw,2023-07-10 2:30:00,0,Not Given,0,No Skills Earned
ebf3b0a4-97b5-4261-81a3-9fcf264765c5,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Imbaba,Egypt,Not in Education,Other,Team Allocated,2023-08-21 4:30:00,0,Not Given,0,No Skills Earned
ec26202e-d94d-414e-8cac-398a8a66d0aa,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Karachi,Pakistan,Graduate Program Student,Others,Not Started,2023-04-10 2:30:00,0,Not Given,0,No Skills Earned
ec31ab48-edd4-4015-8722-e2ef61012c5a,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Almaty,Kazakhstan,Undergraduate Student,Other,Team Allocated,2024-01-08 3:30:46,0,Not Given,0,No Skills Earned
ec670414-f99b-4976-b0e9-e423079384c5,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Secunderabad,India,Not in Education,Others,Team Allocated,2023-07-24 2:30:00,0,Not Given,0,No Skills Earned
ec98fe65-9b7f-413d-bcb1-ca83c4e4a9bf,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Ikotun,Nigeria,Graduate Program Student,Others,Rewards Award,2023-07-10 2:30:00,500,Digital Marketing Virtual Internship Completed,1182,"[""Critical Thinking"",""Creative Thinking"",""Collaboration"",""Communication"",""Information Literacy"",""Technology Literacy""]"
ecaae9de-c836-4a19-b7c9-5f6aa12afdb0,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Lagos,Nigeria,Graduate Program Student,Others,Rewards Award,2023-07-10 2:30:00,500,Digital Marketing Virtual Internship Completed,1182,"[""Critical Thinking"",""Creative Thinking"",""Collaboration"",""Communication"",""Information Literacy"",""Technology Literacy""]"
ecca8754-208b-4114-be52-6dff3380c2a7,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Asaba,Nigeria,Graduate Program Student,Others,Team Allocated,2023-07-10 2:30:00,0,Not Given,0,No Skills Earned
ecf70bde-e39d-4767-9365-f93e281a1d34,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Tiruchirapalli,India,Undergraduate Student,Others,Team Allocated,2023-07-10 2:30:00,0,Not Given,0,No Skills Earned
ed0d5d1f-cfaf-4a80-a00c-4c11cab49acc,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Greater Accra,Ghana,Undergraduate Student,Others,Team Allocated,2023-07-24 2:30:00,0,Not Given,0,No Skills Earned
ed14d3b3-20c1-4147-9ab9-803d5db3d7bb,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Frisco,United States,High School Student,Computer Science,Rewards Award,2023-07-24 2:30:00,500,Digital Marketing Virtual Internship Completed,1182,"[""Critical Thinking"",""Creative Thinking"",""Collaboration"",""Communication"",""Information Literacy"",""Technology Literacy""]"
ed1fc21a-27da-4cdc-9c65-439f608a1491,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Bhilwara,India,Undergraduate Student,Computer Science and Engineering,Team Allocated,2024-01-08 3:30:46,0,Not Given,0,No Skills Earned
ed4a4684-f0f9-4745-aa2d-6acd86d47d20,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,piplan,Pakistan,Graduate Program Student,Others,Not Started,2023-04-10 2:30:00,0,Not Given,0,No Skills Earned
edd18ffc-52a5-46a0-ba36-fbd692c23dc0,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Thodupuzha,India,Graduate Program Student,Others,Team Allocated,2023-07-10 2:30:00,0,Not Given,0,No Skills Earned
edd7a902-9f33-4aaa-b03b-fc2f8861d466,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Asaba,Nigeria,Undergraduate Student,Computer Science,Team Allocated,2023-08-21 4:30:00,0,Not Given,0,No Skills Earned
eded692c-d238-45e5-8c5a-9bc2ee106890,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Ibadan,Nigeria,Graduate Program Student,Others,Team Allocated,2023-06-26 2:30:00,0,Not Given,0,No Skills Earned
ee0321d2-e322-4f52-a317-8717bbd6de3f,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,Okigwe,Nigeria,Graduate Program Student,Others,Team Allocated,2023-07-10 2:30:00,0,Not Given,0,No Skills Earned
ee44b2ea-bf9b-47ca-aeba-701ec605c87e,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Hyderabad,India,Undergraduate Student,Others,Team Allocated,2023-07-10 2:30:00,0,Not Given,0,No Skills Earned
ee55bfe6-92c1-4289-8c61-d84a10ffdf30,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Male,Surulere,Nigeria,Graduate Program Student,Others,Team Allocated,2023-07-10 2:30:00,0,Not Given,0,No Skills Earned
eeab6402-d19d-4c23-812f-e63e7d8a4184,00000000-0GNT-FT74-MZT8-93VC0G,Digital Marketing,Internship,2024-01-01 3:30:46,Female,kumasi,Ghana,Undergraduate Student,Mechanical Engineering,Rewards Award,2022-11-14 4:30:00,2500,Digital Marketing,1182,"[""Critical Thinking"",""Creative Thinking"",""Collaboration"",""Communication"",""Information Literacy"",""Technology Literacy""]"
